Commodity_Description,Country_Code,Country_Name,Market_Year,Attribute_Description,Metric Ton
Apples,DA,Denmark,1991,Fresh Dom. Consumption,76000
Apples,DR,Dominican Republic,1991,Fresh Dom. Consumption,0
Apples,EG,Egypt,1991,Fresh Dom. Consumption,0
Apples,FR,France,1991,Fresh Dom. Consumption,776500
Apples,GM,Germany,1991,Fresh Dom. Consumption,1503558
Apples,GR,Greece,1991,Fresh Dom. Consumption,165440
Apples,HU,Hungary,1991,Fresh Dom. Consumption,215000
Apples,IS,Israel,1991,Fresh Dom. Consumption,0
Apples,IT,Italy,1991,Fresh Dom. Consumption,1150000
Apples,IZ,Iraq,1991,Fresh Dom. Consumption,0
Apples,JA,Japan,1991,Fresh Dom. Consumption,439280
Apples,KN,"Korea, North",1991,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1991,Fresh Dom. Consumption,0
Apples,MU,Oman,1991,Fresh Dom. Consumption,0
Apples,MX,Mexico,1991,Fresh Dom. Consumption,362000
Apples,NI,Nigeria,1991,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1991,Fresh Dom. Consumption,180769
Apples,NO,Norway,1991,Fresh Dom. Consumption,54538
Apples,NP,Nepal,1991,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1991,Fresh Dom. Consumption,46576
Apples,PK,Pakistan,1991,Fresh Dom. Consumption,0
Apples,QA,Qatar,1991,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1991,Fresh Dom. Consumption,0
Apples,SF,South Africa,1991,Fresh Dom. Consumption,174561
Apples,SP,Spain,1991,Fresh Dom. Consumption,574300
Apples,SW,Sweden,1991,Fresh Dom. Consumption,134280
Apples,SY,Syria,1991,Fresh Dom. Consumption,0
Apples,SZ,Switzerland,1991,Fresh Dom. Consumption,111268
Apples,TU,Turkey,1991,Fresh Dom. Consumption,1718647
Apples,TW,Taiwan,1991,Fresh Dom. Consumption,113719
Apples,TX,Turkmenistan,1991,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1991,Fresh Dom. Consumption,629800
Apples,US,United States,1991,Fresh Dom. Consumption,2152757
Apples,YO,Former Yugoslavia,1991,Fresh Dom. Consumption,118000
Apples,ZA,Zambia,1991,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1992,Fresh Dom. Consumption,0
Apples,AL,Albania,1992,Fresh Dom. Consumption,0
Apples,AO,Angola,1992,Fresh Dom. Consumption,0
Apples,AR,Argentina,1992,Fresh Dom. Consumption,256335
Apples,AS,Australia,1992,Fresh Dom. Consumption,172172
Apples,AU,Austria,1992,Fresh Dom. Consumption,229800
Apples,BE,Belgium-Luxembourg,1992,Fresh Dom. Consumption,254706
Apples,BK,Bosnia and Herzegovina,1992,Fresh Dom. Consumption,0
Apples,BM,Burma,1992,Fresh Dom. Consumption,0
Apples,BU,Bulgaria,1992,Fresh Dom. Consumption,57000
Apples,CA,Canada,1992,Fresh Dom. Consumption,357433
Apples,CH,China,1992,Fresh Dom. Consumption,6190354
Apples,CI,Chile,1992,Fresh Dom. Consumption,85000
Apples,DA,Denmark,1992,Fresh Dom. Consumption,84500
Apples,DR,Dominican Republic,1992,Fresh Dom. Consumption,0
Apples,EG,Egypt,1992,Fresh Dom. Consumption,0
Apples,FR,France,1992,Fresh Dom. Consumption,792000
Apples,GM,Germany,1992,Fresh Dom. Consumption,2615512
Apples,GR,Greece,1992,Fresh Dom. Consumption,221981
Apples,HU,Hungary,1992,Fresh Dom. Consumption,210000
Apples,IS,Israel,1992,Fresh Dom. Consumption,0
Apples,IT,Italy,1992,Fresh Dom. Consumption,1334000
Apples,IZ,Iraq,1992,Fresh Dom. Consumption,0
Apples,JA,Japan,1992,Fresh Dom. Consumption,819550
Apples,KN,"Korea, North",1992,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1992,Fresh Dom. Consumption,0
Apples,MU,Oman,1992,Fresh Dom. Consumption,0
Apples,MX,Mexico,1992,Fresh Dom. Consumption,440000
Apples,NI,Nigeria,1992,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1992,Fresh Dom. Consumption,522781
Apples,NO,Norway,1992,Fresh Dom. Consumption,71441
Apples,NP,Nepal,1992,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1992,Fresh Dom. Consumption,52051
Apples,PK,Pakistan,1992,Fresh Dom. Consumption,0
Apples,PL,Poland,1992,Fresh Dom. Consumption,493000
Apples,QA,Qatar,1992,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1992,Fresh Dom. Consumption,0
Apples,RO,Romania,1992,Fresh Dom. Consumption,426145
Apples,RS,Russia,1992,Fresh Dom. Consumption,659
Apples,SF,South Africa,1992,Fresh Dom. Consumption,212065
Apples,SP,Spain,1992,Fresh Dom. Consumption,762300
Apples,SW,Sweden,1992,Fresh Dom. Consumption,145810
Apples,SY,Syria,1992,Fresh Dom. Consumption,0
Apples,SZ,Switzerland,1992,Fresh Dom. Consumption,160000
Apples,TU,Turkey,1992,Fresh Dom. Consumption,1970816
Apples,TW,Taiwan,1992,Fresh Dom. Consumption,127501
Apples,TX,Turkmenistan,1992,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1992,Fresh Dom. Consumption,673497
Apples,US,United States,1992,Fresh Dom. Consumption,2286922
Apples,YO,Former Yugoslavia,1992,Fresh Dom. Consumption,125000
Apples,YU,Yugoslavia (>05/92),1992,Fresh Dom. Consumption,162000
Apples,ZA,Zambia,1992,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1993,Fresh Dom. Consumption,0
Apples,AL,Albania,1993,Fresh Dom. Consumption,0
Apples,AO,Angola,1993,Fresh Dom. Consumption,0
Apples,AR,Argentina,1993,Fresh Dom. Consumption,310000
Apples,AS,Australia,1993,Fresh Dom. Consumption,158363
Apples,AU,Austria,1993,Fresh Dom. Consumption,292500
Apples,BE,Belgium-Luxembourg,1993,Fresh Dom. Consumption,257243
Apples,BK,Bosnia and Herzegovina,1993,Fresh Dom. Consumption,0
Apples,BM,Burma,1993,Fresh Dom. Consumption,0
Apples,BR,Brazil,1993,Fresh Dom. Consumption,494337
Apples,BU,Bulgaria,1993,Fresh Dom. Consumption,55000
Apples,CA,Canada,1993,Fresh Dom. Consumption,343620
Apples,CH,China,1993,Fresh Dom. Consumption,8497631
Apples,CI,Chile,1993,Fresh Dom. Consumption,90000
Apples,DA,Denmark,1993,Fresh Dom. Consumption,80000
Apples,DR,Dominican Republic,1993,Fresh Dom. Consumption,0
Apples,EG,Egypt,1993,Fresh Dom. Consumption,0
Apples,FR,France,1993,Fresh Dom. Consumption,838500
Apples,GM,Germany,1993,Fresh Dom. Consumption,1627747
Apples,GR,Greece,1993,Fresh Dom. Consumption,220795
Apples,HU,Hungary,1993,Fresh Dom. Consumption,298000
Apples,IS,Israel,1993,Fresh Dom. Consumption,0
Apples,IT,Italy,1993,Fresh Dom. Consumption,1133722
Apples,IZ,Iraq,1993,Fresh Dom. Consumption,0
Apples,JA,Japan,1993,Fresh Dom. Consumption,828010
Apples,KN,"Korea, North",1993,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1993,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1993,Fresh Dom. Consumption,65000
Apples,MU,Oman,1993,Fresh Dom. Consumption,0
Apples,MX,Mexico,1993,Fresh Dom. Consumption,578000
Apples,NI,Nigeria,1993,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1993,Fresh Dom. Consumption,365111
Apples,NO,Norway,1993,Fresh Dom. Consumption,71648
Apples,NP,Nepal,1993,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1993,Fresh Dom. Consumption,53000
Apples,PK,Pakistan,1993,Fresh Dom. Consumption,0
Apples,PL,Poland,1993,Fresh Dom. Consumption,560000
Apples,QA,Qatar,1993,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1993,Fresh Dom. Consumption,0
Apples,RO,Romania,1993,Fresh Dom. Consumption,864158
Apples,RS,Russia,1993,Fresh Dom. Consumption,720000
Apples,SF,South Africa,1993,Fresh Dom. Consumption,225844
Apples,SP,Spain,1993,Fresh Dom. Consumption,730500
Apples,SW,Sweden,1993,Fresh Dom. Consumption,150000
Apples,SY,Syria,1993,Fresh Dom. Consumption,0
Apples,TU,Turkey,1993,Fresh Dom. Consumption,1982119
Apples,TW,Taiwan,1993,Fresh Dom. Consumption,115672
Apples,TX,Turkmenistan,1993,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1993,Fresh Dom. Consumption,650999
Apples,US,United States,1993,Fresh Dom. Consumption,2330510
Apples,YO,Former Yugoslavia,1993,Fresh Dom. Consumption,113000
Apples,YU,Yugoslavia (>05/92),1993,Fresh Dom. Consumption,156000
Apples,ZA,Zambia,1993,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1994,Fresh Dom. Consumption,0
Apples,AL,Albania,1994,Fresh Dom. Consumption,0
Apples,AO,Angola,1994,Fresh Dom. Consumption,0
Apples,AR,Argentina,1994,Fresh Dom. Consumption,282000
Apples,AS,Australia,1994,Fresh Dom. Consumption,171000
Apples,AU,Austria,1994,Fresh Dom. Consumption,258700
Apples,BE,Belgium-Luxembourg,1994,Fresh Dom. Consumption,298558
Apples,BK,Bosnia and Herzegovina,1994,Fresh Dom. Consumption,0
Apples,BM,Burma,1994,Fresh Dom. Consumption,0
Apples,BR,Brazil,1994,Fresh Dom. Consumption,716147
Apples,BU,Bulgaria,1994,Fresh Dom. Consumption,44600
Apples,CA,Canada,1994,Fresh Dom. Consumption,357673
Apples,CH,China,1994,Fresh Dom. Consumption,10464976
Apples,CI,Chile,1994,Fresh Dom. Consumption,92000
Apples,DA,Denmark,1994,Fresh Dom. Consumption,85000
Apples,DR,Dominican Republic,1994,Fresh Dom. Consumption,0
Apples,EG,Egypt,1994,Fresh Dom. Consumption,0
Apples,FR,France,1994,Fresh Dom. Consumption,953400
Apples,GM,Germany,1994,Fresh Dom. Consumption,1859980
Apples,GR,Greece,1994,Fresh Dom. Consumption,222801
Apples,HU,Hungary,1994,Fresh Dom. Consumption,162200
Apples,IS,Israel,1994,Fresh Dom. Consumption,0
Apples,IT,Italy,1994,Fresh Dom. Consumption,1228000
Apples,IZ,Iraq,1994,Fresh Dom. Consumption,0
Apples,JA,Japan,1994,Fresh Dom. Consumption,814000
Apples,KN,"Korea, North",1994,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1994,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1994,Fresh Dom. Consumption,54000
Apples,MU,Oman,1994,Fresh Dom. Consumption,0
Apples,MX,Mexico,1994,Fresh Dom. Consumption,483000
Apples,NI,Nigeria,1994,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1994,Fresh Dom. Consumption,419221
Apples,NO,Norway,1994,Fresh Dom. Consumption,67344
Apples,NP,Nepal,1994,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1994,Fresh Dom. Consumption,53000
Apples,PK,Pakistan,1994,Fresh Dom. Consumption,0
Apples,PL,Poland,1994,Fresh Dom. Consumption,354460
Apples,QA,Qatar,1994,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1994,Fresh Dom. Consumption,0
Apples,RO,Romania,1994,Fresh Dom. Consumption,410000
Apples,RS,Russia,1994,Fresh Dom. Consumption,744600
Apples,SF,South Africa,1994,Fresh Dom. Consumption,209693
Apples,SP,Spain,1994,Fresh Dom. Consumption,682000
Apples,SW,Sweden,1994,Fresh Dom. Consumption,151500
Apples,SY,Syria,1994,Fresh Dom. Consumption,0
Apples,TU,Turkey,1994,Fresh Dom. Consumption,1968607
Apples,TW,Taiwan,1994,Fresh Dom. Consumption,140190
Apples,TX,Turkmenistan,1994,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1994,Fresh Dom. Consumption,626480
Apples,US,United States,1994,Fresh Dom. Consumption,2393012
Apples,YU,Yugoslavia (>05/92),1994,Fresh Dom. Consumption,103000
Apples,ZA,Zambia,1994,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1995,Fresh Dom. Consumption,0
Apples,AL,Albania,1995,Fresh Dom. Consumption,0
Apples,AO,Angola,1995,Fresh Dom. Consumption,0
Apples,AR,Argentina,1995,Fresh Dom. Consumption,431002
Apples,AS,Australia,1995,Fresh Dom. Consumption,152220
Apples,AU,Austria,1995,Fresh Dom. Consumption,275000
Apples,BE,Belgium-Luxembourg,1995,Fresh Dom. Consumption,281171
Apples,BK,Bosnia and Herzegovina,1995,Fresh Dom. Consumption,0
Apples,BM,Burma,1995,Fresh Dom. Consumption,0
Apples,BR,Brazil,1995,Fresh Dom. Consumption,883474
Apples,BU,Bulgaria,1995,Fresh Dom. Consumption,50000
Apples,CA,Canada,1995,Fresh Dom. Consumption,370724
Apples,CH,China,1995,Fresh Dom. Consumption,13167495
Apples,CI,Chile,1995,Fresh Dom. Consumption,92000
Apples,DA,Denmark,1995,Fresh Dom. Consumption,86301
Apples,DR,Dominican Republic,1995,Fresh Dom. Consumption,0
Apples,EG,Egypt,1995,Fresh Dom. Consumption,0
Apples,FR,France,1995,Fresh Dom. Consumption,912500
Apples,GM,Germany,1995,Fresh Dom. Consumption,1544973
Apples,GR,Greece,1995,Fresh Dom. Consumption,212398
Apples,HU,Hungary,1995,Fresh Dom. Consumption,131000
Apples,IS,Israel,1995,Fresh Dom. Consumption,0
Apples,IT,Italy,1995,Fresh Dom. Consumption,1075900
Apples,IZ,Iraq,1995,Fresh Dom. Consumption,0
Apples,JA,Japan,1995,Fresh Dom. Consumption,798883
Apples,KN,"Korea, North",1995,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1995,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1995,Fresh Dom. Consumption,32500
Apples,MU,Oman,1995,Fresh Dom. Consumption,0
Apples,MX,Mexico,1995,Fresh Dom. Consumption,424430
Apples,NI,Nigeria,1995,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1995,Fresh Dom. Consumption,381293
Apples,NO,Norway,1995,Fresh Dom. Consumption,67646
Apples,NP,Nepal,1995,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1995,Fresh Dom. Consumption,53000
Apples,PK,Pakistan,1995,Fresh Dom. Consumption,0
Apples,PL,Poland,1995,Fresh Dom. Consumption,341400
Apples,QA,Qatar,1995,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1995,Fresh Dom. Consumption,0
Apples,RO,Romania,1995,Fresh Dom. Consumption,372900
Apples,RS,Russia,1995,Fresh Dom. Consumption,710000
Apples,SF,South Africa,1995,Fresh Dom. Consumption,246250
Apples,SP,Spain,1995,Fresh Dom. Consumption,692000
Apples,SW,Sweden,1995,Fresh Dom. Consumption,145437
Apples,SY,Syria,1995,Fresh Dom. Consumption,0
Apples,TU,Turkey,1995,Fresh Dom. Consumption,1949110
Apples,TW,Taiwan,1995,Fresh Dom. Consumption,119915
Apples,TX,Turkmenistan,1995,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1995,Fresh Dom. Consumption,569826
Apples,US,United States,1995,Fresh Dom. Consumption,2269492
Apples,YU,Yugoslavia (>05/92),1995,Fresh Dom. Consumption,93000
Apples,ZA,Zambia,1995,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1996,Fresh Dom. Consumption,0
Apples,AL,Albania,1996,Fresh Dom. Consumption,0
Apples,AO,Angola,1996,Fresh Dom. Consumption,0
Apples,AS,Australia,1996,Fresh Dom. Consumption,170000
Apples,AU,Austria,1996,Fresh Dom. Consumption,188000
Apples,BE,Belgium-Luxembourg,1996,Fresh Dom. Consumption,235495
Apples,BK,Bosnia and Herzegovina,1996,Fresh Dom. Consumption,0
Apples,BM,Burma,1996,Fresh Dom. Consumption,0
Apples,BR,Brazil,1996,Fresh Dom. Consumption,768661
Apples,BU,Bulgaria,1996,Fresh Dom. Consumption,75992
Apples,CA,Canada,1996,Fresh Dom. Consumption,357995
Apples,CH,China,1996,Fresh Dom. Consumption,16046367
Apples,CI,Chile,1996,Fresh Dom. Consumption,93000
Apples,DA,Denmark,1996,Fresh Dom. Consumption,93209
Apples,DR,Dominican Republic,1996,Fresh Dom. Consumption,0
Apples,EG,Egypt,1996,Fresh Dom. Consumption,0
Apples,FR,France,1996,Fresh Dom. Consumption,898700
Apples,GM,Germany,1996,Fresh Dom. Consumption,1723617
Apples,GR,Greece,1996,Fresh Dom. Consumption,195594
Apples,HU,Hungary,1996,Fresh Dom. Consumption,165000
Apples,IS,Israel,1996,Fresh Dom. Consumption,0
Apples,IT,Italy,1996,Fresh Dom. Consumption,1255138
Apples,IZ,Iraq,1996,Fresh Dom. Consumption,0
Apples,JA,Japan,1996,Fresh Dom. Consumption,760913
Apples,KN,"Korea, North",1996,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1996,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1996,Fresh Dom. Consumption,68800
Apples,MU,Oman,1996,Fresh Dom. Consumption,0
Apples,MX,Mexico,1996,Fresh Dom. Consumption,455720
Apples,NI,Nigeria,1996,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1996,Fresh Dom. Consumption,374414
Apples,NO,Norway,1996,Fresh Dom. Consumption,65020
Apples,NP,Nepal,1996,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1996,Fresh Dom. Consumption,53000
Apples,PK,Pakistan,1996,Fresh Dom. Consumption,0
Apples,PL,Poland,1996,Fresh Dom. Consumption,682000
Apples,QA,Qatar,1996,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1996,Fresh Dom. Consumption,0
Apples,RO,Romania,1996,Fresh Dom. Consumption,350000
Apples,RS,Russia,1996,Fresh Dom. Consumption,845750
Apples,SF,South Africa,1996,Fresh Dom. Consumption,244062
Apples,SP,Spain,1996,Fresh Dom. Consumption,670000
Apples,SW,Sweden,1996,Fresh Dom. Consumption,138663
Apples,SY,Syria,1996,Fresh Dom. Consumption,0
Apples,TU,Turkey,1996,Fresh Dom. Consumption,2038163
Apples,TW,Taiwan,1996,Fresh Dom. Consumption,140001
Apples,TX,Turkmenistan,1996,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1996,Fresh Dom. Consumption,570800
Apples,US,United States,1996,Fresh Dom. Consumption,2296070
Apples,YU,Yugoslavia (>05/92),1996,Fresh Dom. Consumption,136800
Apples,ZA,Zambia,1996,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1997,Fresh Dom. Consumption,0
Apples,AL,Albania,1997,Fresh Dom. Consumption,0
Apples,AO,Angola,1997,Fresh Dom. Consumption,0
Apples,AS,Australia,1997,Fresh Dom. Consumption,155155
Apples,AU,Austria,1997,Fresh Dom. Consumption,203400
Apples,BE,Belgium-Luxembourg,1997,Fresh Dom. Consumption,215728
Apples,BK,Bosnia and Herzegovina,1997,Fresh Dom. Consumption,0
Apples,BM,Burma,1997,Fresh Dom. Consumption,0
Apples,BR,Brazil,1997,Fresh Dom. Consumption,768719
Apples,BU,Bulgaria,1997,Fresh Dom. Consumption,80000
Apples,CA,Canada,1997,Fresh Dom. Consumption,350969
Apples,CH,China,1997,Fresh Dom. Consumption,16200675
Apples,CI,Chile,1997,Fresh Dom. Consumption,89260
Apples,DA,Denmark,1997,Fresh Dom. Consumption,109810
Apples,DR,Dominican Republic,1997,Fresh Dom. Consumption,0
Apples,EG,Egypt,1997,Fresh Dom. Consumption,0
Apples,FR,France,1997,Fresh Dom. Consumption,892800
Apples,GM,Germany,1997,Fresh Dom. Consumption,1441008
Apples,GR,Greece,1997,Fresh Dom. Consumption,238700
Apples,HU,Hungary,1997,Fresh Dom. Consumption,165000
Apples,IS,Israel,1997,Fresh Dom. Consumption,0
Apples,IT,Italy,1997,Fresh Dom. Consumption,1250000
Apples,IZ,Iraq,1997,Fresh Dom. Consumption,0
Apples,JA,Japan,1997,Fresh Dom. Consumption,762866
Apples,KN,"Korea, North",1997,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1997,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1997,Fresh Dom. Consumption,70000
Apples,MU,Oman,1997,Fresh Dom. Consumption,0
Apples,MX,Mexico,1997,Fresh Dom. Consumption,639280
Apples,NI,Nigeria,1997,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1997,Fresh Dom. Consumption,331873
Apples,NO,Norway,1997,Fresh Dom. Consumption,61012
Apples,NP,Nepal,1997,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1997,Fresh Dom. Consumption,53000
Apples,PK,Pakistan,1997,Fresh Dom. Consumption,0
Apples,PL,Poland,1997,Fresh Dom. Consumption,533040
Apples,QA,Qatar,1997,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1997,Fresh Dom. Consumption,0
Apples,RO,Romania,1997,Fresh Dom. Consumption,407500
Apples,RS,Russia,1997,Fresh Dom. Consumption,775000
Apples,SF,South Africa,1997,Fresh Dom. Consumption,220000
Apples,SP,Spain,1997,Fresh Dom. Consumption,670000
Apples,SW,Sweden,1997,Fresh Dom. Consumption,157046
Apples,SY,Syria,1997,Fresh Dom. Consumption,0
Apples,TU,Turkey,1997,Fresh Dom. Consumption,2394981
Apples,TW,Taiwan,1997,Fresh Dom. Consumption,145780
Apples,TX,Turkmenistan,1997,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1997,Fresh Dom. Consumption,521273
Apples,US,United States,1997,Fresh Dom. Consumption,2250661
Apples,YU,Yugoslavia (>05/92),1997,Fresh Dom. Consumption,120500
Apples,ZA,Zambia,1997,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1998,Fresh Dom. Consumption,0
Apples,AL,Albania,1998,Fresh Dom. Consumption,0
Apples,AO,Angola,1998,Fresh Dom. Consumption,0
Apples,AS,Australia,1998,Fresh Dom. Consumption,158500
Apples,AU,Austria,1998,Fresh Dom. Consumption,194000
Apples,BE,Belgium-Luxembourg,1998,Fresh Dom. Consumption,202740
Apples,BK,Bosnia and Herzegovina,1998,Fresh Dom. Consumption,0
Apples,BM,Burma,1998,Fresh Dom. Consumption,0
Apples,BR,Brazil,1998,Fresh Dom. Consumption,790434
Apples,BU,Bulgaria,1998,Fresh Dom. Consumption,64000
Apples,CA,Canada,1998,Fresh Dom. Consumption,368380
Apples,CH,China,1998,Fresh Dom. Consumption,18209700
Apples,CI,Chile,1998,Fresh Dom. Consumption,100260
Apples,DA,Denmark,1998,Fresh Dom. Consumption,109655
Apples,DR,Dominican Republic,1998,Fresh Dom. Consumption,0
Apples,EG,Egypt,1998,Fresh Dom. Consumption,0
Apples,FR,France,1998,Fresh Dom. Consumption,917300
Apples,GM,Germany,1998,Fresh Dom. Consumption,1690306
Apples,GR,Greece,1998,Fresh Dom. Consumption,284100
Apples,HU,Hungary,1998,Fresh Dom. Consumption,194000
Apples,IS,Israel,1998,Fresh Dom. Consumption,0
Apples,IT,Italy,1998,Fresh Dom. Consumption,1393000
Apples,IZ,Iraq,1998,Fresh Dom. Consumption,0
Apples,JA,Japan,1998,Fresh Dom. Consumption,741066
Apples,KN,"Korea, North",1998,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1998,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1998,Fresh Dom. Consumption,75000
Apples,MU,Oman,1998,Fresh Dom. Consumption,0
Apples,MX,Mexico,1998,Fresh Dom. Consumption,443965
Apples,NI,Nigeria,1998,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1998,Fresh Dom. Consumption,298988
Apples,NO,Norway,1998,Fresh Dom. Consumption,63659
Apples,NP,Nepal,1998,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1998,Fresh Dom. Consumption,113479
Apples,PK,Pakistan,1998,Fresh Dom. Consumption,0
Apples,PL,Poland,1998,Fresh Dom. Consumption,664300
Apples,QA,Qatar,1998,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1998,Fresh Dom. Consumption,0
Apples,RO,Romania,1998,Fresh Dom. Consumption,307800
Apples,RS,Russia,1998,Fresh Dom. Consumption,640000
Apples,SF,South Africa,1998,Fresh Dom. Consumption,221113
Apples,SP,Spain,1998,Fresh Dom. Consumption,688700
Apples,SW,Sweden,1998,Fresh Dom. Consumption,141782
Apples,SY,Syria,1998,Fresh Dom. Consumption,0
Apples,TU,Turkey,1998,Fresh Dom. Consumption,2317635
Apples,TW,Taiwan,1998,Fresh Dom. Consumption,158045
Apples,TX,Turkmenistan,1998,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1998,Fresh Dom. Consumption,615000
Apples,US,United States,1998,Fresh Dom. Consumption,2389970
Apples,YU,Yugoslavia (>05/92),1998,Fresh Dom. Consumption,95300
Apples,ZA,Zambia,1998,Fresh Dom. Consumption,0
Apples,AF,Afghanistan,1999,Fresh Dom. Consumption,0
Apples,AL,Albania,1999,Fresh Dom. Consumption,0
Apples,AO,Angola,1999,Fresh Dom. Consumption,0
Apples,AS,Australia,1999,Fresh Dom. Consumption,160000
Apples,AU,Austria,1999,Fresh Dom. Consumption,192000
Apples,BE,Belgium-Luxembourg,1999,Fresh Dom. Consumption,199386
Apples,BK,Bosnia and Herzegovina,1999,Fresh Dom. Consumption,0
Apples,BM,Burma,1999,Fresh Dom. Consumption,0
Apples,BR,Brazil,1999,Fresh Dom. Consumption,946234
Apples,BU,Bulgaria,1999,Fresh Dom. Consumption,76000
Apples,CA,Canada,1999,Fresh Dom. Consumption,401706
Apples,CH,China,1999,Fresh Dom. Consumption,19394136
Apples,CI,Chile,1999,Fresh Dom. Consumption,98340
Apples,DA,Denmark,1999,Fresh Dom. Consumption,113000
Apples,DR,Dominican Republic,1999,Fresh Dom. Consumption,0
Apples,EG,Egypt,1999,Fresh Dom. Consumption,0
Apples,FR,France,1999,Fresh Dom. Consumption,990600
Apples,GM,Germany,1999,Fresh Dom. Consumption,1815149
Apples,GR,Greece,1999,Fresh Dom. Consumption,271000
Apples,HU,Hungary,1999,Fresh Dom. Consumption,160000
Apples,IS,Israel,1999,Fresh Dom. Consumption,0
Apples,IT,Italy,1999,Fresh Dom. Consumption,1267000
Apples,IZ,Iraq,1999,Fresh Dom. Consumption,0
Apples,JA,Japan,1999,Fresh Dom. Consumption,777719
Apples,KN,"Korea, North",1999,Fresh Dom. Consumption,0
Apples,KU,Kuwait,1999,Fresh Dom. Consumption,0
Apples,LO,Slovakia,1999,Fresh Dom. Consumption,76000
Apples,MU,Oman,1999,Fresh Dom. Consumption,0
Apples,MX,Mexico,1999,Fresh Dom. Consumption,514456
Apples,NI,Nigeria,1999,Fresh Dom. Consumption,0
Apples,NL,Netherlands,1999,Fresh Dom. Consumption,317717
Apples,NO,Norway,1999,Fresh Dom. Consumption,63666
Apples,NP,Nepal,1999,Fresh Dom. Consumption,0
Apples,NZ,New Zealand,1999,Fresh Dom. Consumption,67589
Apples,PK,Pakistan,1999,Fresh Dom. Consumption,0
Apples,PL,Poland,1999,Fresh Dom. Consumption,619200
Apples,QA,Qatar,1999,Fresh Dom. Consumption,0
Apples,RH,Zimbabwe,1999,Fresh Dom. Consumption,0
Apples,RO,Romania,1999,Fresh Dom. Consumption,370000
Apples,RS,Russia,1999,Fresh Dom. Consumption,493700
Apples,SF,South Africa,1999,Fresh Dom. Consumption,140330
Apples,SP,Spain,1999,Fresh Dom. Consumption,795000
Apples,SW,Sweden,1999,Fresh Dom. Consumption,143154
Apples,SY,Syria,1999,Fresh Dom. Consumption,0
Apples,TU,Turkey,1999,Fresh Dom. Consumption,2364676
Apples,TW,Taiwan,1999,Fresh Dom. Consumption,134834
Apples,TX,Turkmenistan,1999,Fresh Dom. Consumption,0
Apples,UK,United Kingdom,1999,Fresh Dom. Consumption,615000
Apples,US,United States,1999,Fresh Dom. Consumption,2357394
Apples,YU,Yugoslavia (>05/92),1999,Fresh Dom. Consumption,95000
Apples,ZA,Zambia,1999,Fresh Dom. Consumption,0
